Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2018-08-30,2018,8,30,Thursday,34,2018-34,290.94,291.36,289.63,290.3,61229500,267.78,-0.004048320146337492,264.20142857142855,259.01919999999996
2018-08-31,2018,8,31,Friday,34,2018-34,289.84,290.81,289.29,290.31,66140800,267.79,3.4417311497447756e-05,264.7421428571428,259.3156
2018-09-04,2018,9,4,Tuesday,35,2018-35,289.84,290.21,288.68,289.81,57594400,267.33,-0.0017222878382524565,265.13142857142856,259.5936
2018-09-05,2018,9,5,Wednesday,35,2018-35,289.41,289.64,287.89,289.03,72452400,266.61,-0.002691600751292045,265.6092857142857,259.92620000000005
2018-09-06,2018,9,6,Thursday,35,2018-35,289.15,289.49,287.0,288.16,65909900,265.81,-0.0030098674891386734,265.8792857142857,260.2318
2018-09-07,2018,9,7,Friday,35,2018-35,286.98,288.7,286.71,287.6,73524800,265.29,-0.0019434050863550434,266.0464285714285,260.5684
2018-09-10,2018,9,10,Monday,36,2018-36,288.74,289.04,287.88,288.1,50210900,265.75,0.0017386316851302208,266.2064285714286,260.88579999999996
2018-09-11,2018,9,11,Tuesday,36,2018-36,287.37,289.55,286.98,289.05,50530500,266.63,0.0032971385334463754,266.385,261.2136
2018-09-12,2018,9,12,Wednesday,36,2018-36,289.06,289.8,288.23,289.12,59810800,266.69,0.00024253539797847168,266.57928571428573,261.532
2018-09-13,2018,9,13,Thursday,36,2018-36,290.32,291.04,290.0,290.83,51034200,268.27,0.005914300374368242,266.91142857142853,261.89959999999996
2018-09-14,2018,9,14,Friday,36,2018-36,291.06,291.27,290.0,290.88,55079900,268.32,0.000172000482784318,267.13357142857143,262.2276
2018-09-17,2018,9,17,Monday,37,2018-37,290.82,290.86,289.03,289.34,68244000,266.9,-0.005294133369577625,267.105,262.48440000000005
2018-09-18,2018,9,18,Tuesday,37,2018-37,289.58,291.58,289.55,290.91,61930400,268.34,0.005426019233816914,267.16999999999996,262.7244
2018-09-19,2018,9,19,Wednesday,37,2018-37,290.97,291.69,290.83,291.22,49080600,268.63,0.0010656092305187936,267.15285714285716,262.9516
2018-09-20,2018,9,20,Thursday,37,2018-37,292.64,293.94,291.24,293.58,100360600,270.81,0.008103641912910353,267.3692857142857,263.2602
2018-09-21,2018,9,21,Friday,37,2018-37,293.09,293.22,291.81,291.99,105479700,270.56,-0.0009135889338878211,267.56714285714287,263.5174
2018-09-24,2018,9,24,Monday,38,2018-38,291.34,291.5,290.37,291.02,53409600,269.66,-0.0033221339756298596,267.7335714285714,263.75260000000003
